Job Title,Rating,Location,Headquarters,Size,Type of ownership,Industry,Sector,Revenue,Competitors,Easy Apply,Company,min_salary,max_salary,avg_salary,job_state,same_state,age
Data Analyst-(analytics),3.6,"Philadelphia, PA","Philadelphia, PA",1 - 50 ,Private,Consulting,Business Services,Unknown / Non-Applicable,-1,-1,"A2C Consulting
",64,113,88.5,PA,1,27
Virology Data Analysts,3.4,"West Point, PA","Luxembourg, Luxembourg",10000 ,Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,2 - 5 billion,-1,-1,"Eurofins
",64,113,88.5,PA,0,34
Biochemist Data Analyst,3.4,"West Point, PA","Luxembourg, Luxembourg",10000 ,Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,2 - 5 billion,-1,-1,"Eurofins
",64,113,88.5,PA,0,34
Data Governance Analyst,4.2,"Marlton, NJ","Mount Laurel, NJ",1001 - 5000 ,Private,Investment Banking & Asset Management,Finance,1 - 2 billion,-1,-1,"Freedom Mortgage
",64,113,88.5,NJ,0,31
Senior Healthcare Data Analyst,5.0,"King of Prussia, PA","King of Prussia, PA",1 - 50 ,Private,Consulting,Business Services,1 - 5 million,-1,-1,"Cambridge Advisory Group
",64,113,88.5,PA,1,1
SR BUSINESS DATA ANALYST PRN,3.3,"Camden, NJ","Camden, NJ",5001 - 10000 ,Hospital,Health Care Services & Hospitals,Health Care,Unknown / Non-Applicable,-1,-1,"Cooper University Health Care
",64,113,88.5,NJ,1,134
AWS Analys/ Data analyst,3.9,"Malvern, PA","Princeton, NJ",501 - 1000 ,Private,IT Services,Information Technology,100 - 500 million,-1,-1,"Diverse Lynx
",64,113,88.5,PA,0,19
Payment Integrity Data Analyst Job posting in #Philadelphia #ITjobs,3.7,"Philadelphia, PA","Philadelphia, PA",5001 - 10000 ,Subsidiary or Business Segment,Insurance Carriers,Insurance,25 - 50 million,-1,-1,"amerihealth
",64,113,88.5,PA,1,24
Data Analyst Supporting the FBI #20-188,2.8,"Philadelphia, PA","Ashburn, VA",1001 - 5000 ,Private,Staffing & Outsourcing,Business Services,50 - 100 million,-1,-1,"Forfeiture Support Associates
",64,113,88.5,PA,0,17
Data Engineer/Reporting Analyst,1.6,"Philadelphia, PA","Milwaukee, WI",1 - 50 ,Public,Advertising & Marketing,Business Services,1 - 5 million,-1,-1,"Management Decisions, Inc.
",64,113,88.5,PA,0,1
Sr. Data Analyst - Project Manager,2.7,"Philadelphia, PA","Millersville, MD",1001 - 5000 ,Private,Staffing & Outsourcing,Business Services,100 - 500 million,-1,-1,"TechUSA
",64,113,88.5,PA,0,23
Data Analyst SAS Programmer,4.6,"King of Prussia, PA","Raleigh, NC",1 - 50 ,Private,Staffing & Outsourcing,Business Services,10 - 25 million,-1,-1,"SRG Woolf
",50,93,71.5,PA,0,26
Sr. Data Analyst,3.8,"Allegheny West, PA","El Segundo, CA",51 - 200 ,Private,Consulting,Business Services,5 - 10 million,-1,-1,"Login Consulting Services, Inc
",50,93,71.5,PA,0,1
"Systems Analyst, Quality Data System",3.3,"Philadelphia, PA","Abingdon, United Kingdom",201 - 500 ,Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Unknown / Non-Applicable,-1,-1,"Adaptimmune Ltd
",50,93,71.5,PA,0,1
Data Visualization Project Manager/ Business Analyst (PM / BA),4.8,"Horsham, PA","Highland Park, IL",1 - 50 ,Private Practice / Firm,IT Services,Information Technology,1 - 5 million,-1,-1,"Trillium Solutions Group
",50,93,71.5,PA,0,19
Business Analyst/Data Analyst,3.5,"Wilmington, DE","Wayne, PA",1001 - 5000 ,Private,Staffing & Outsourcing,Business Services,100 - 500 million,"Adecco, Kforce",-1,"The Judge Group
",50,93,71.5,DE,0,51
Data Analyst Junior,5.0,"Wilmington, DE","Woodridge, IL",51 - 200 ,Private,IT Services,Information Technology,50 - 100 million,-1,-1,"Staffigo Technical Services, LLC
",50,93,71.5,DE,0,13
Business Intelligence and Data Sciences Analyst,3.6,"Berwyn, PA","Schaffhausen, Switzerland",10000 ,Public,Electrical & Electronic Manufacturing,Manufacturing,10 billion,-1,-1,"TE Connectivity
",50,93,71.5,PA,0,14
Sr Business Analyst (Data Quality),4.2,"Marlton, NJ","Mount Laurel, NJ",1001 - 5000 ,Private,Investment Banking & Asset Management,Finance,1 - 2 billion,-1,-1,"Freedom Mortgage
",50,93,71.5,NJ,0,31
Healthcare Data Analytics Analyst Senior,3.1,"Philadelphia, PA","Philadelphia, PA",5001 - 10000 ,Private,Insurance Carriers,Insurance,5 - 10 billion,"UnitedHealth Group, Molina Healthcare, Centene",-1,"AmeriHealth Caritas
",50,93,71.5,PA,1,38
"Mid Level Data Analyst / BI Engineer - Looker, Python, Client Facing",1.6,"Philadelphia, PA","Milwaukee, WI",1 - 50 ,Public,Advertising & Marketing,Business Services,1 - 5 million,-1,-1,"Management Decisions, Inc.
",50,93,71.5,PA,0,1
Technical Business Analyst (Data Warehouse),4.5,"Horsham, PA","Mc Lean, VA",201 - 500 ,Private,Staffing & Outsourcing,Business Services,Unknown / Non-Applicable,-1,-1,"Piper Companies
",50,93,71.5,PA,0,10
Data Link Analyst,3.3,"Moorestown, NJ","Plainfield, NJ",1001 - 5000 ,Private,Accounting,Accounting & Legal,5 - 10 million,-1,-1,"Future Technologies Inc.
",50,93,71.5,NJ,0,1
"Lead Analyst, Data Transfer, Integration & Quality, Wilmington, DE",3.2,"Wilmington, DE","New York, NY",10000 ,Public,Investment Banking & Asset Management,Finance,10 billion,"State Street, Northern Trust, BlackRock",-1,"BNY Mellon
",50,93,71.5,DE,0,237
Technical Business Analyst (Data Warehouse),3.9,"Horsham, PA","Mc Lean, VA",51 - 200 ,Private,Enterprise Software & Network Solutions,Information Technology,10 - 25 million,-1,-1,"Zachary Piper Solutions, LLC
",50,93,71.5,PA,0,10
Certified Tumor Registrar/Data Analyst [CTR and experience required],4.0,"Philadelphia, PA","Philadelphia, PA",1001 - 5000 ,Nonprofit Organization,Health Care Services & Hospitals,Health Care,100 - 500 million,"Penn Medicine, Kimmel Cancer Center Jefferson, Abington Jefferson Health",-1,"Fox Chase Cancer Center
",50,93,71.5,PA,1,47
Data Center Migration PMO Analyst/PMO Lead,4.1,"Wilmington, DE","Tampa, FL",10000 ,Public,Staffing & Outsourcing,Business Services,1 - 2 billion,-1,-1,"Kforce
",50,93,71.5,DE,0,55
Data Analyst / Tableau Developer,3.9,"San Antonio, TX","Chantilly, VA",1 - 50 ,Private,Computer Hardware & Software,Information Technology,1 - 5 million,-1,-1,"Technocrafts, Inc.
",37,68,52.5,TX,0,1
Data Analyst,3.4,"San Antonio, TX","Fairfax, VA",1001 - 5000 ,Private,IT Services,Information Technology,Unknown / Non-Applicable,-1,-1,"Ionidea
",37,68,52.5,TX,0,30
Data Analyst,4.0,"San Antonio, TX","Ashburn, VA",501 - 1000 ,Private,IT Services,Information Technology,50 - 100 million,-1,-1,"CYNET SYSTEMS
",37,68,52.5,TX,0,11
Data Analyst,3.1,"San Antonio, TX","Edison, NJ",201 - 500 ,Private,Staffing & Outsourcing,Business Services,25 - 50 million,-1,-1,"Integrated Resources
",37,68,52.5,TX,0,25
Data Analyst I,3.0,"San Antonio, TX","San Antonio, TX",1 - 50 ,Private,Staffing & Outsourcing,Business Services,1 - 5 million,-1,-1,"Deacon Recruiting
",37,68,52.5,TX,1,1
Data Reporting Analyst,3.9,"San Antonio, TX","Rochester, NY",501 - 1000 ,Private,IT Services,Information Technology,50 - 100 million,-1,-1,"Indotronix International Corporation
",37,68,52.5,TX,0,35
Data Analyst,3.9,"San Antonio, TX","Princeton, NJ",501 - 1000 ,Private,IT Services,Information Technology,100 - 500 million,-1,-1,"Diverse Lynx
",37,68,52.5,TX,0,19
Data Analyst,3.7,"San Antonio, TX","Newport News, VA",10000 ,Public,Aerospace & Defense,Aerospace & Defense,5 - 10 billion,"General Dynamics, Lockheed Martin",-1,"Huntington Ingalls Industries
",37,68,52.5,TX,0,10
Marketing & Data Analyst,4.1,"San Antonio, TX","San Antonio, TX",501 - 1000 ,Private,Vehicle Dealers,Retail,Unknown / Non-Applicable,-1,-1,"Principle Auto
",37,68,52.5,TX,1,7
Data Analyst,3.4,"San Antonio, TX","Austin, TX",501 - 1000 ,Private,Consulting,Business Services,Unknown / Non-Applicable,-1,-1,"C2 GPS- Alamo Workforce
",37,68,52.5,TX,0,11
Data Reporting Analyst,3.4,"San Antonio, TX","San Antonio, TX",201 - 500 ,Private,Banks & Credit Unions,Finance,1 - 2 billion,-1,-1,"Vantage Bank Texas
",37,68,52.5,TX,1,36
"Data & Reporting Analyst, Distribution Planning & Operations",4.3,"San Antonio, TX","San Antonio, TX",10000 ,Private,Grocery Stores & Supermarkets,Retail,10 billion,-1,-1,"H E B
",37,68,52.5,TX,1,116
Data Analyst,2.5,"San Antonio, TX","Irving, TX",51 - 200 ,Other Organization,-1,-1,Unknown / Non-Applicable,-1,-1,"Vinsari
",37,68,52.5,TX,0,1
Epidemiologist - Data Analyst,4.0,"San Antonio, TX","Annapolis, MD",1 - 50 ,Private,Federal Agencies,Government,Unknown / Non-Applicable,-1,-1,"CICONIX, LLC
",37,68,52.5,TX,0,1
Epidemiology Data Analyst,2.8,"San Antonio, TX","Chantilly, VA",1001 - 5000 ,Private,IT Services,Information Technology,100 - 500 million,"BAE Systems USA, CACI International, General Dynamics Information Technology",-1,"NJVC
",37,68,52.5,TX,0,20
Data Business Solutions Analyst,3.7,"San Antonio, TX","Atlanta, GA",1001 - 5000 ,Subsidiary or Business Segment,Staffing & Outsourcing,Business Services,Unknown / Non-Applicable,-1,-1,"Randstad
",37,68,52.5,TX,0,1
Data Analyst,5.0,"San Antonio, TX","Woodridge, IL",51 - 200 ,Private,IT Services,Information Technology,50 - 100 million,-1,-1,"Staffigo Technical Services, LLC
",37,68,52.5,TX,0,13
Risk Data Analyst,3.0,"San Antonio, TX","San Antonio, TX",1 - 50 ,Private,Staffing & Outsourcing,Business Services,1 - 5 million,-1,-1,"Deacon Recruiting
",37,68,52.5,TX,1,1
Contract Data Analyst,4.0,"San Antonio, TX","Reston, VA",501 - 1000 ,Private,IT Services,Information Technology,50 - 100 million,-1,-1,"Amyx, Inc.
",37,68,52.5,TX,0,22
Senior Data Analyst,4.5,"San Antonio, TX","San Antonio, TX",1 - 50 ,Private,Computer Hardware & Software,Information Technology,Unknown / Non-Applicable,-1,-1,"Scaleworks
",37,68,52.5,TX,1,5
Senior Data Analyst,3.5,"San Antonio, TX","Noida, India",10000 ,Public,Computer Hardware & Software,Information Technology,5 - 10 billion,"Infosys, Tata Consultancy Services, Wipro",-1,"HCL Technologies Ltd.
",37,68,52.5,TX,0,30
Data Analyst,3.3,"San Antonio, TX","Dayton, OH",201 - 500 ,Private,Computer Hardware & Software,Information Technology,50 - 100 million,-1,-1,"CDO Technologies Inc
",37,68,52.5,TX,0,26
Senior Data Analyst,4.1,"San Antonio, TX","Tampa, FL",10000 ,Public,Staffing & Outsourcing,Business Services,1 - 2 billion,-1,-1,"Kforce
",37,68,52.5,TX,0,55
Senior Data Science Analyst,2.9,"San Antonio, TX","San Diego, CA",10000 ,Private,Pet & Pet Supplies Stores,Retail,2 - 5 billion,"PetSmart, Walmart, Costco Wholesale",-1,"PETCO
",37,68,52.5,TX,0,56
"Data Analyst ( SAS,SQL)",3.7,"San Antonio, TX","South Plainfield, NJ",51 - 200 ,Private,Staffing & Outsourcing,Business Services,50 - 100 million,"Artech Information Systems, Mindlance, Tech Mahindra",-1,"eTeam Inc.
",37,68,52.5,TX,0,22
Data Analyst - Top Secret w/ SCI Eligibility,4.0,"San Antonio, TX","Tysons, VA",1001 - 5000 ,Nonprofit Organization,Consulting,Business Services,100 - 500 million,"Booz Allen Hamilton, Noblis, Deloitte",-1,"LMI
",37,68,52.5,TX,0,60
Epidemiology/Data Analyst,4.0,"San Antonio, TX","Bethesda, MD",201 - 500 ,Private,Federal Agencies,Government,50 - 100 million,-1,-1,"CAMRIS International
",37,68,52.5,TX,0,18
Epidemiology Data Analyst,3.5,"Lackland AFB, TX","Fairfax, VA",10000 ,Subsidiary or Business Segment,IT Services,Information Technology,10 billion,"SAIC, Leidos, Northrop Grumman",-1,"General Dynamics Information Technology
",37,68,52.5,TX,0,25
Senior Data Analyst,3.3,"San Antonio, TX","Tampa, FL",51 - 200 ,Private,IT Services,Information Technology,Unknown / Non-Applicable,-1,-1,"Convene Technologies
",73,89,81.0,TX,0,16
Data Security Analyst,2.6,"San Antonio, TX","Kotzebue, AK",1001 - 5000 ,Unknown,Social Assistance,Non-Profit,2 - 5 billion,-1,-1,"nana
",73,89,81.0,TX,0,30
Data Security Analyst,3.3,"San Antonio, TX","Herndon, VA",5001 - 10000 ,Private,Aerospace & Defense,Aerospace & Defense,1 - 2 billion,"Chenega Corporation, Chugach Alaska, ASRC Federal Holding Company",-1,"Akima Management Services
",73,89,81.0,TX,0,18
Data Analyst/Engineers,3.9,"San Antonio, TX","Princeton, NJ",501 - 1000 ,Private,IT Services,Information Technology,100 - 500 million,-1,-1,"Diverse Lynx
",73,89,81.0,TX,0,19
Epidemiology Data Analyst,3.8,"San Antonio, TX","San Antonio, TX",501 - 1000 ,Subsidiary or Business Segment,Staffing & Outsourcing,Business Services,Unknown / Non-Applicable,-1,-1,"Chenega Healthcare Services
",73,89,81.0,TX,1,47
IT Data Science Analyst,4.1,"San Antonio, TX","Tampa, FL",10000 ,Public,Staffing & Outsourcing,Business Services,1 - 2 billion,-1,-1,"Kforce
",73,89,81.0,TX,0,55
"Configuration Data Analyst, (Secret Clearance Required) San Antonio, TX, US ID",3.2,"San Antonio, TX","Catoosa, OK",1001 - 5000 ,Private,Accounting,Accounting & Legal,500 million - 1 billion,-1,-1,"Cherokee Nation Businesses, LLC
",73,89,81.0,TX,0,1
TECHNICAL DATA ANALYST,3.8,"Lackland AFB, TX","Newport News, VA",51 - 200 ,Private,Aerospace & Defense,Aerospace & Defense,25 - 50 million,-1,True,"Spectrum Comm
",73,89,81.0,TX,0,22
Senior Contract Data Analyst,4.0,"San Antonio, TX","Reston, VA",501 - 1000 ,Private,IT Services,Information Technology,50 - 100 million,-1,-1,"Amyx, Inc.
",73,89,81.0,TX,0,22
Senior Risk Analyst-Data,3.9,"San Antonio, TX","Irving, TX",1 - 50 ,Private,Staffing & Outsourcing,Business Services,10 - 25 million,-1,-1,"Peyton Resource Group
",73,89,81.0,TX,0,20
Functional Analyst (CECL Data),4.4,"San Antonio, TX","Princeton, NJ",1 - 50 ,Private,IT Services,Information Technology,1 - 5 million,-1,-1,"Softcom Systems
",73,89,81.0,TX,0,1
Data Analyst with Security Clearance,3.3,"San Antonio, TX","Dayton, OH",201 - 500 ,Private,Computer Hardware & Software,Information Technology,50 - 100 million,-1,-1,"CDO Technologies Inc
",73,89,81.0,TX,0,26
"(REMOTE) Sr. Risk Analyst (IT, IS and/or Data expertise)",3.1,"San Antonio, TX","Detroit, MI",1001 - 5000 ,Contract,Staffing & Outsourcing,Business Services,100 - 500 million,-1,-1,"Strategic Staffing Solutions
",73,89,81.0,TX,0,31
"Sr. Risk Analyst (IT, IS and/or Data expertise)",3.1,"San Antonio, TX","Detroit, MI",1001 - 5000 ,Contract,Staffing & Outsourcing,Business Services,100 - 500 million,-1,-1,"Strategic Staffing Solutions
",73,89,81.0,TX,0,31
Navy Maintenance Data Systems Analyst,3.6,"San Diego, CA","Arlington, VA",10000 ,Public,Aerospace & Defense,Aerospace & Defense,2 - 5 billion,"CSC, ManTech, SAIC",-1,"CACI International
",76,122,99.0,CA,0,59
Data Analyst,3.3,"San Diego, CA","San Diego, CA",1001 - 5000 ,Subsidiary or Business Segment,Banks & Credit Unions,Finance,1 - 2 billion,PRA Group,-1,"Midland Credit Management
",76,122,99.0,CA,1,68
Research Data Analyst,4.3,"San Diego, CA","La Jolla, CA",10000 ,College / University,Colleges & Universities,Education,Unknown / Non-Applicable,-1,-1,"UC San Diego
",76,122,99.0,CA,0,61
Data Analyst II,3.0,"San Diego, CA","Nashville, TN",501 - 1000 ,Public,Education Training Services,Education,100 - 500 million,"Cornerstone OnDemand, Blackboard",-1,"HealthStream
",76,122,99.0,CA,0,31
Data Analyst,4.5,"San Diego, CA","Alpharetta, GA",1 - 50 ,Private,Accounting,Accounting & Legal,1 million,-1,-1,"Conflux Systems Inc.
",76,122,99.0,CA,0,1
Data Analyst,3.7,"San Diego, CA","Somerset, NJ",1001 - 5000 ,Private,IT Services,Information Technology,25 - 50 million,-1,True,"22nd Century Technologies
",76,122,99.0,CA,0,24
Division Data and Financial Analyst,4.2,"San Diego, CA","Oakland, CA",10000 ,College / University,Colleges & Universities,Education,5 - 10 billion,-1,-1,"University of California
",76,122,99.0,CA,0,153
Research Data Analyst,3.7,"San Diego, CA","San Diego, CA",10000 ,Hospital,Health Care Services & Hospitals,Health Care,Unknown / Non-Applicable,"Sharp HealthCare, Scripps Health",-1,"University of California - San Diego Medical Centers
",76,122,99.0,CA,1,55
Data Analyst 3,4.0,"San Diego, CA",-1,Unknown,Private,-1,-1,Unknown / Non-Applicable,-1,-1,"BD (Becton, Dickinson and Company)
",76,122,99.0,CA,0,1
Data Analyst,3.4,"San Diego, CA","Mechanicsburg, PA",201 - 500 ,Private,Aerospace & Defense,Aerospace & Defense,50 - 100 million,-1,-1,"Client Solution Architects
",76,122,99.0,CA,0,18
Data Analyst,4.2,"San Diego, CA","San Diego, CA",51 - 200 ,Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Unknown / Non-Applicable,-1,-1,"Cue
",76,122,99.0,CA,1,11
Junior Data Analyst,5.0,"San Diego, CA","Woodridge, IL",51 - 200 ,Private,IT Services,Information Technology,50 - 100 million,-1,-1,"Staffigo Technical Services, LLC
",76,122,99.0,CA,0,13
Data Analyst,3.2,"San Diego, CA","San Diego, CA",5001 - 10000 ,Public,Financial Analytics & Research,Finance,1 - 2 billion,"PRA Group, PRA Group (Canada)",-1,"Encore Capital Group
",76,122,99.0,CA,1,68
Data Analyst - VerityStream,3.0,"San Diego, CA","Nashville, TN",501 - 1000 ,Public,Education Training Services,Education,100 - 500 million,"Cornerstone OnDemand, Blackboard",-1,"HealthStream
",76,122,99.0,CA,0,31
Data Analyst,4.4,"San Diego, CA","Miami, FL",1 - 50 ,Private,Advertising & Marketing,Business Services,Unknown / Non-Applicable,-1,-1,"ProMedia
",76,122,99.0,CA,0,11
Senior Data Analyst,3.4,"San Diego, CA","San Diego, CA",1001 - 5000 ,Public,Banks & Credit Unions,Finance,500 million - 1 billion,-1,-1,"Axos Bank
",76,122,99.0,CA,1,21
Business Data Analyst (SQL / Tableau),4.8,"San Diego, CA","La Jolla, CA",51 - 200 ,Private,Staffing & Outsourcing,Business Services,Unknown / Non-Applicable,-1,-1,"Sayva Solutions
",76,122,99.0,CA,0,7
Data & Business Intelligence Analyst,5.0,"San Diego, CA","Fenton, MI",1 - 50 ,Nonprofit Organization,-1,-1,Unknown / Non-Applicable,-1,-1,"The Rock Church
",76,122,99.0,CA,0,1
Fleet Optimization Data Analyst (Solar + Storage),3.2,"San Diego, CA","Millbrae, CA",51 - 200 ,Private,Energy,"Oil, Gas, Energy & Utilities",25 - 50 million,-1,-1,"Stem
",76,122,99.0,CA,0,12
Data Analyst,3.8,"San Diego, CA","San Diego, CA",1001 - 5000 ,Public,Health Care Products Manufacturing,Manufacturing,50 - 100 million,-1,-1,"Tandem Diabetes
",76,122,99.0,CA,1,15
Data Steward/Configuration Analyst,3.9,"San Diego, CA","San Diego, CA",5001 - 10000 ,Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,2 - 5 billion,"Thermo Fisher Scientific, Roche",-1,"Illumina
",76,122,99.0,CA,1,23
Administrative Assistant / Data Analyst Supporting the DEA #20-318,2.8,"San Diego, CA","Ashburn, VA",1001 - 5000 ,Private,Staffing & Outsourcing,Business Services,50 - 100 million,-1,-1,"Forfeiture Support Associates
",76,122,99.0,CA,0,17
Data Manager - Bioinformatics Analyst (Naval Health Center),3.5,"San Diego, CA","Reston, VA",10000 ,Public,Aerospace & Defense,Aerospace & Defense,10 billion,-1,-1,"General Dynamics
",76,122,99.0,CA,0,69
Data Analyst,5.0,"San Diego, CA","Woodridge, IL",51 - 200 ,Private,IT Services,Information Technology,50 - 100 million,-1,-1,"Staffigo Technical Services, LLC
",76,122,99.0,CA,0,13
Data Analyst III,3.5,"San Diego, CA","Hagerstown, MD",51 - 200 ,Nonprofit Organization,-1,-1,Unknown / Non-Applicable,-1,-1,"Potomac Management
",76,122,99.0,CA,0,1
Data Privacy Analyst,3.5,"San Diego, CA","San Diego, CA",1001 - 5000 ,Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,1 - 2 billion,"Medtronic, Roche",-1,"Dexcom, Inc.
",76,122,99.0,CA,1,22
"Data Analyst 3 (San Diego or Atlanta, GA)",3.6,"San Diego, CA","Franklin Lakes, NJ",10000 ,Public,Health Care Products Manufacturing,Manufacturing,10 billion,"Abbott, Siemens, Baxter",-1,"BD
",76,122,99.0,CA,0,124
"Research Scientist, Structural Biologist - CryoEM Data Analyst",3.3,"San Diego, CA","Boston, MA",1001 - 5000 ,Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,2 - 5 billion,Biogen,-1,"Vertex Pharmaceuticals
",60,124,92.0,CA,0,32
Systems Analyst - Data Integration and ETL process,3.4,"San Diego, CA","Troy, MI",5001 - 10000 ,Public,Staffing & Outsourcing,Business Services,5 - 10 billion,"Adecco, ManpowerGroup, Allegis Corporation",-1,"Kelly
",60,124,92.0,CA,0,75
Senior Consulting Data Analyst,4.0,"San Diego, CA","Oakland, CA",10000 ,Nonprofit Organization,Health Care Services & Hospitals,Health Care,10 billion,"HCA Healthcare, Dignity Health, Sutter Health",-1,"Kaiser Permanente
",60,124,92.0,CA,0,76
Senior Data Analyst,3.9,"San Diego, CA","San Diego, CA",5001 - 10000 ,Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,2 - 5 billion,"Thermo Fisher Scientific, Roche",-1,"Illumina
",60,124,92.0,CA,1,23
#105009 Research Data Analyst,4.3,"San Diego, CA","La Jolla, CA",10000 ,College / University,Colleges & Universities,Education,Unknown / Non-Applicable,-1,-1,"UC San Diego
",60,124,92.0,CA,0,61
Automotive eCommerce Data Analyst - Remote,4.2,"San Diego, CA","San Diego, CA",1 - 50 ,Private,Computer Hardware & Software,Information Technology,1 - 5 million,-1,-1,"Web Shop Manager
",60,124,92.0,CA,1,21
Sr. Data Analyst,4.6,"San Diego, CA","San Diego, CA",51 - 200 ,Private,Computer Hardware & Software,Information Technology,Unknown / Non-Applicable,-1,-1,"Housecall Pro
",60,124,92.0,CA,1,8
Senior Technical Data Analyst,4.4,"San Diego, CA","Mountain View, CA",5001 - 10000 ,Public,Computer Hardware & Software,Information Technology,2 - 5 billion,"Square, PayPal, H&R Block",-1,"Intuit
",60,124,92.0,CA,0,38
Division Data and Financial Analyst,3.7,"San Diego, CA","San Diego, CA",10000 ,Hospital,Health Care Services & Hospitals,Health Care,Unknown / Non-Applicable,"Sharp HealthCare, Scripps Health",-1,"University of California - San Diego Medical Centers
",60,124,92.0,CA,1,55
Data Analyst III (Healthcare Analytics),2.3,"San Diego, CA","San Diego, CA",1 - 50 ,Private,-1,-1,10 - 25 million,-1,-1,"Interpreta
",60,124,92.0,CA,1,1
Senior Business Data Analyst,4.4,"San Diego, CA","Mountain View, CA",5001 - 10000 ,Public,Computer Hardware & Software,Information Technology,2 - 5 billion,"Square, PayPal, H&R Block",-1,"Intuit
",60,124,92.0,CA,0,38
Data Analyst III (Healthcare Analytics),3.3,"San Diego, CA","Saint Louis, MO",10000 ,Public,Insurance Carriers,Insurance,10 billion,-1,-1,"Centene Corporation
",60,124,92.0,CA,0,37
Data Analyst - VerityStream,4.1,"San Diego, CA","Boulder, CO",201 - 500 ,Subsidiary or Business Segment,Computer Hardware & Software,Information Technology,Unknown / Non-Applicable,-1,-1,"Verity, A HealthStream Company
",60,124,92.0,CA,0,36
Automotive eCommerce Data Analyst,4.2,"San Diego, CA","San Diego, CA",1 - 50 ,Private,Computer Hardware & Software,Information Technology,1 - 5 million,-1,-1,"Web Shop Manager
",60,124,92.0,CA,1,21
Data Analyst IV,3.5,"San Diego, CA","Hagerstown, MD",51 - 200 ,Nonprofit Organization,-1,-1,Unknown / Non-Applicable,-1,-1,"Potomac Management
",60,124,92.0,CA,0,1
Division Data and Financial Analyst,4.3,"San Diego, CA","La Jolla, CA",10000 ,College / University,Colleges & Universities,Education,Unknown / Non-Applicable,-1,-1,"UC San Diego
",60,124,92.0,CA,0,61
Data Analyst Junior,5.0,"San Diego, CA","Woodridge, IL",51 - 200 ,Private,IT Services,Information Technology,50 - 100 million,-1,-1,"Staffigo Technical Services, LLC
",60,124,92.0,CA,0,13
SWRMC Assessments Junior Data Analyst,3.2,"San Diego, CA","Germantown, MD",10000 ,Public,-1,-1,Unknown / Non-Applicable,-1,-1,"Amentum
",60,124,92.0,CA,0,1
Business Data Analyst III,3.5,"San Diego, CA","New York, NY",51 - 200 ,Subsidiary or Business Segment,Staffing & Outsourcing,Business Services,10 - 25 million,-1,-1,"Russell Tobin & Associates
",60,124,92.0,CA,0,11
C4I Data Analyst/Engineer,3.3,"San Diego, CA","Chantilly, VA",10000 ,Public,Aerospace & Defense,Aerospace & Defense,Unknown / Non-Applicable,-1,-1,"Perspecta
",60,124,92.0,CA,0,3
Molecular Researcher and Data Analyst,4.3,"San Diego, CA","La Jolla, CA",10000 ,College / University,Colleges & Universities,Education,Unknown / Non-Applicable,-1,-1,"UC San Diego
",60,124,92.0,CA,0,61
Health Data Analyst IV,2.5,"San Diego, CA","San Diego, CA",1001 - 5000 ,Private,Wholesale,Business Services,10 - 25 million,-1,-1,"MedImpact
",60,124,92.0,CA,1,32
IT DATA ANALYST- Information Technology,3.3,"El Cajon, CA","El Cajon, CA",1001 - 5000 ,Private,Gambling,"Arts, Entertainment & Recreation",100 - 500 million,"Viejas Casino, Barona Casino, Pechanga Resort & Casino",-1,"Sycuan Casino
",60,124,92.0,CA,1,38
"7232 Data Engineer (Analyst/Programmer - Career), Information Technology DevOps",4.1,"San Diego, CA","Long Beach, CA",10000 ,College / University,Colleges & Universities,Education,2 - 5 billion,-1,-1,"California State University
",60,124,92.0,CA,0,59
Systems Analyst - Data Integration,3.7,"San Diego, CA","Edison, NJ",501 - 1000 ,Private,IT Services,Information Technology,25 - 50 million,-1,-1,"Sunrise Systems, Inc.
",60,124,92.0,CA,0,31
Molecular Researcher and Data Analyst,3.7,"San Diego, CA","San Diego, CA",10000 ,Hospital,Health Care Services & Hospitals,Health Care,Unknown / Non-Applicable,"Sharp HealthCare, Scripps Health",-1,"University of California - San Diego Medical Centers
",60,124,92.0,CA,1,55
Data Analyst - EDSS,4.2,"San Diego, CA","Maryland Heights, MO",5001 - 10000 ,Private,Computer Hardware & Software,Information Technology,10 billion,"Forsythe Technology, ePlus",-1,"World Wide Technology
",60,124,92.0,CA,0,31
Sr. Data Governance Analyst,4.9,"San Diego, CA","Aliso Viejo, CA",51 - 200 ,Private,Staffing & Outsourcing,Business Services,10 - 25 million,-1,-1,"The Carrera Agency
",60,124,92.0,CA,0,19
Data Manager - Bioinformatics Analyst (Naval Health Center),3.5,"San Diego, CA","Fairfax, VA",10000 ,Subsidiary or Business Segment,IT Services,Information Technology,10 billion,"SAIC, Leidos, Northrop Grumman",-1,"General Dynamics Information Technology
",60,124,92.0,CA,0,25
#104252 Division Data and Financial Analyst,4.3,"San Diego, CA","La Jolla, CA",10000 ,College / University,Colleges & Universities,Education,Unknown / Non-Applicable,-1,-1,"UC San Diego
",34,61,47.5,CA,0,61
